PlayerID,GamesPlayed,GamesWon,GamesLeft,Ditches,Points,SkillLevel,Kills,KillsPerMin, Deaths,Assists,CreepsKilled,CreepsDenied, NeutralsKilled, TowersDestroyed, RaxsDestroyed, TotalTime
769,7,3,0,0,1023.75,0,22,0.07,58,65,378,17,17,6,0,19620
770,67,29,2,1,1044.5,1,275,0.09,367,661,4810,380,777,28,15,182100
771,35,12,0,0,1000,0,79,0.05,203,280,1930,150,192,16,1,95580
772,109,67,5,1,1040.62,1,728,0.16,616,1050,9742,987,1843,80,41,272400
774,684,418,6,2,1413.21,1,5616,0.19,3464,6973,70067,7073,8118,698,358,1765620
775,11,4,1,0,928.392,0,51,0.14,68,60,446,30,113,2,2,22380
776,24,9,2,0,1000,0,120,0.13,161,206,1615,107,184,15,5,57420
777,46,38,0,1,1357.41,1,545,0.28,217,583,4713,308,758,40,14,116400
778,1,0,0,0,972.807,0,4,0.14,0,3,81,7,0,1,0,1694
779,325,163,4,2,994.827,1,1881,0.13,1696,2864,29199,3619,7963,262,130,843600
780,2,1,0,0,982.784,0,2,0.03,6,7,97,5,6,2,0,4080
781,133,56,6,0,1119.58,1,780,0.14,1041,1160,9873,1518,766,112,33,329640
782,1,1,0,0,1007.44,0,5,0.12,2,8,100,43,4,0,0,2512
783,68,32,2,0,945.471,1,510,0.17,430,783,7130,625,1123,48,25,179880
785,258,159,1,0,1203.29,1,1835,0.17,1270,2883,23395,2588,4025,240,81,657480
786,2,1,0,0,1015.28,0,5,0.08,13,10,71,19,0,1,0,3600
787,1,1,0,0,1021.83,0,0,0,3,7,10,1,0,0,0,1354
788,1,0,0,0,978.136,0,2,0.09,5,0,9,6,0,0,0,1358
789,1,0,0,0,978.136,0,1,0.04,8,2,23,1,0,0,0,1349
790,1,0,0,0,974.615,0,1,0.04,5,0,30,2,0,0,0,1389
791,2,0,1,1,1000,0,2,0.03,9,15,84,1,11,0,0,3660
792,33,12,3,0,919.581,0,118,0.09,250,247,2229,43,272,13,1,77820
793,4,2,0,0,990.493,0,22,0.12,33,37,182,4,26,2,0,10920
794,368,207,2,2,1116.16,1,1922,0.12,2701,4380,22548,1842,6006,200,89,971580
795,40,14,2,0,790.176,0,141,0.09,253,272,2018,62,539,15,6,96720
796,527,364,1,9,1379.01,3,4133,0.19,2801,5461,75088,11211,6396,626,245,1336080
797,14,8,2,1,1030.89,1,99,0.2,72,111,1075,107,411,14,9,29340
798,8,3,0,0,992.843,0,35,0.11,28,51,782,106,58,6,0,18780
799,13,5,3,0,759.904,0,41,0.11,63,68,438,54,130,4,0,22800
800,221,122,2,1,1130.54,1,1478,0.16,1535,2122,17782,1223,2836,155,54,553980
801,3,3,0,0,1040.55,0,10,0.07,26,36,140,5,175,3,2,8280
802,5,0,0,0,918.348,0,19,0.09,32,36,200,12,12,0,0,12360
803,3,2,0,0,1012.54,0,11,0.08,23,35,267,7,12,2,0,8280
804,110,58,2,0,1147.3,2,681,0.14,783,1099,10703,1073,1991,101,55,286500
805,1,0,0,0,973.003,0,4,0.08,11,7,25,4,0,0,0,2942
806,25,9,0,0,945.724,0,94,0.1,136,202,1556,167,98,12,2,55440
807,1,1,0,0,1031.49,0,7,0.17,7,22,79,5,15,3,0,2417
808,90,43,3,2,918.958,1,382,0.1,588,757,5310,224,1421,25,26,219420
809,18,8,2,0,1000,1,116,0.17,107,130,1208,39,252,9,1,40620
810,61,33,0,0,860.622,1,248,0.1,330,553,3460,343,1185,37,12,146160
811,119,77,5,0,1340.55,1,840,0.16,650,1172,15995,1251,2230,135,79,306120
812,73,30,4,3,983.693,1,349,0.11,645,668,6594,511,927,51,18,191520
813,14,5,1,0,828.689,0,74,0.14,77,95,1204,84,255,7,3,32340
814,464,223,1,1,913.974,1,2619,0.13,3900,5295,23890,1984,5248,193,70,1184460
815,215,125,1,2,1005.11,1,1518,0.17,1227,2286,15722,1306,3401,177,59,532080
817,4,1,0,0,974.194,0,27,0.14,33,35,461,61,68,2,0,11760
818,2,0,1,0,888.986,0,3,0.08,8,7,34,2,4,0,0,2276
819,3,2,1,0,940.479,0,31,0.37,8,23,271,39,21,7,1,4980
820,4,2,0,0,1025.03,0,11,0.07,15,33,221,43,7,0,2,10080
821,9,3,3,0,739.373,0,50,0.19,53,55,652,86,87,6,2,15420
822,5,1,0,0,978.997,0,16,0.08,37,37,323,13,23,1,1,11880
823,2,1,0,0,1003.88,0,7,0.09,13,15,63,4,4,1,0,4440
824,1,0,0,0,983.615,0,3,0.09,10,1,42,14,0,0,0,1953
825,1,0,0,0,990.505,0,2,0.06,12,2,44,4,0,0,0,1881
827,259,125,1,1,995.59,1,921,0.08,2056,2479,12355,1911,2320,120,37,659340
828,79,49,2,1,1150.88,1,465,0.14,434,1006,4831,680,408,64,17,195180
829,8,1,0,0,941.834,0,19,0.06,81,22,234,8,5,0,0,20220
830,13,6,1,0,951.879,1,125,0.22,73,123,2221,146,83,21,9,34200
831,7,3,0,0,1013.1,0,28,0.09,66,40,337,2,0,5,2,17820
833,43,18,0,0,1000,1,273,0.14,195,294,3084,137,1445,18,7,114600
834,5,1,0,0,962.285,0,17,0.09,51,37,196,8,3,0,0,11640
835,13,6,0,0,1044.89,1,78,0.14,111,133,673,38,232,8,1,33900
836,257,133,1,4,1082.17,1,1743,0.16,1802,2608,22596,1648,3714,222,97,659040
837,90,43,4,0,1031.75,1,486,0.13,620,827,5889,525,1402,39,19,220860
838,391,193,3,0,1105.85,1,2758,0.16,2317,4290,29981,2871,3184,265,171,1025640
839,5,4,0,0,1033.93,0,45,0.21,41,45,599,83,50,6,2,12600
840,273,141,8,1,1144.77,1,1455,0.12,2033,2860,17666,1847,3464,140,50,701760
841,21,7,2,0,743.033,0,62,0.08,115,137,1335,57,83,4,0,45420
842,61,54,1,1,1387.66,1,754,0.31,148,599,8015,692,776,94,33,147660
843,13,5,0,0,1010.28,0,60,0.11,63,111,840,81,87,3,2,32700
844,4,3,0,0,1079.73,0,14,0.1,13,55,132,15,18,2,2,8160
845,63,22,2,0,875.257,0,191,0.07,412,447,2530,250,453,12,8,153240
846,1,1,0,0,1028.62,0,5,0.11,11,11,90,10,6,1,2,2813
848,5,0,0,0,929.148,0,7,0.05,35,19,200,14,11,0,0,9120
849,42,19,0,0,968.501,1,189,0.1,232,441,2547,62,82,29,9,112020
850,55,34,0,1,1169.39,1,369,0.17,221,569,3786,292,375,37,18,127380
851,3,1,0,0,953.244,0,29,0.25,15,23,208,33,103,1,3,6840
852,1,0,0,0,967.322,0,5,0.2,4,3,16,1,0,0,0,1528
853,1047,742,11,11,1246.41,1,9917,0.24,5058,13110,99163,12371,10771,1386,581,2456040
855,2,0,1,0,885.096,0,4,0.07,3,7,140,18,15,1,0,3206
856,1,1,0,0,1000,0,10,0.19,3,9,139,13,3,0,0,3229
857,22,12,1,0,1000,1,146,0.19,106,198,1454,85,97,14,3,45360
858,657,340,4,3,1110.27,1,4466,0.16,4049,7033,62414,3393,14009,597,203,1727040
859,330,179,6,4,1091.2,1,2548,0.18,2076,3306,29764,3077,5539,308,136,827340
860,1,0,0,0,982.569,0,1,0.02,16,10,75,6,2,0,0,2423
861,4,3,0,1,1000,0,15,0.11,16,33,152,27,40,3,0,8520
862,16,3,0,0,891.853,0,69,0.1,117,111,1081,96,75,8,1,39900
863,11,3,1,0,1016.51,0,25,0.06,113,75,282,21,63,0,0,23400
864,6,1,0,3,916.777,0,37,0.18,31,41,485,48,46,2,0,12600
865,7,2,1,0,914.022,0,16,0.06,45,43,330,6,89,2,0,15840
866,9,5,0,0,986.86,0,69,0.19,52,87,740,52,108,2,1,21900
867,1,1,0,0,1010.64,0,4,0.09,5,13,29,5,26,1,0,2623
869,6,1,0,0,1000,0,27,0.11,43,41,274,16,48,0,0,14160
870,109,62,4,0,970.7,1,549,0.12,591,935,9616,764,1071,65,27,267840
871,108,53,2,0,1073.44,1,599,0.12,780,883,10098,671,2682,65,34,296760
872,3,2,0,0,1043.35,0,3,0.03,12,20,282,18,10,2,1,6120
873,35,21,5,2,1000,1,249,0.22,104,252,3218,334,840,55,27,67560
874,970,434,13,5,1148.15,1,5011,0.12,5426,10335,56472,4283,9473,404,193,2576460
875,2,1,0,0,1017.73,0,5,0.06,13,11,74,0,79,3,0,5100
876,88,52,2,1,1099.2,1,700,0.2,432,992,7723,1427,1138,97,31,208920
877,332,165,5,8,889.342,1,1930,0.13,2316,2953,23771,2145,3668,184,74,862740
878,8,3,1,0,944.163,0,33,0.13,53,41,300,29,77,0,0,15360
880,1,0,0,0,982.842,0,6,0.15,7,4,66,5,13,0,0,2434
881,3,0,2,0,796.102,0,1,0.02,7,1,35,0,11,0,0,2453
882,7,3,0,0,971.354,0,18,0.06,40,51,263,33,44,4,0,18360
883,185,111,1,0,1089.7,1,1312,0.16,802,1998,17586,1987,5861,150,56,479760
884,15,7,1,1,1092.12,1,52,0.09,75,138,826,40,61,4,4,36120
885,5,1,0,0,955.278,0,8,0.04,46,27,201,0,17,0,0,12900
886,18,7,1,0,1063.22,0,42,0.06,124,143,571,31,159,1,1,43260
887,2,2,0,0,1016.37,0,6,0.06,15,18,45,3,9,0,1,6300
888,2,1,1,0,982.777,0,4,0.07,12,3,40,0,3,0,0,3298
889,41,18,1,0,945.854,1,207,0.13,259,259,2448,106,272,30,10,96000
890,107,57,9,0,1124.24,1,886,0.21,683,966,11708,1239,1543,116,37,248880
891,2,0,0,0,927.659,0,4,0.07,18,3,70,3,11,0,0,3549
892,1,0,0,0,978.913,0,7,0.21,4,6,67,2,14,0,0,1977
893,1,0,0,0,996.646,0,3,0.09,8,2,23,2,0,0,0,1992
895,85,46,0,0,1035.25,1,422,0.12,473,784,7195,424,1258,65,31,213300
896,15,6,0,0,951.43,1,95,0.16,81,84,1024,93,159,6,3,35160
898,1,1,0,0,1070.59,0,4,0.13,6,8,29,0,0,1,0,1865
899,3,3,0,0,1017.28,0,12,0.14,17,20,112,8,14,4,1,5040
900,7,6,0,0,1063.97,0,24,0.09,38,64,330,28,24,3,0,15720
901,5,1,0,0,967.859,0,18,0.06,35,49,454,27,47,3,0,17340
902,36,10,0,0,873.697,0,90,0.06,313,217,1947,213,387,12,4,90240
903,9,5,2,0,863.162,0,41,0.14,14,57,253,71,16,2,3,17160
907,2,0,0,0,949.52,0,15,0.21,16,8,227,18,23,2,0,4260
908,462,277,3,0,994.26,1,2819,0.14,2699,4906,41370,3683,4281,400,127,1198380
909,3,0,0,0,962.308,0,3,0.03,18,6,43,1,17,1,0,6540
910,30,13,0,0,1012.49,1,104,0.08,196,232,1414,7,398,10,6,73800
911,2,2,0,0,1030.02,0,7,0.11,7,23,15,0,0,2,3,3900
912,3,1,0,0,1000,0,3,0.02,19,15,116,0,48,0,0,7200
914,532,294,16,2,1299.08,2,3703,0.17,2839,5484,50233,8240,7005,498,185,1341000
915,6,1,0,0,967.476,0,6,0.03,42,29,184,12,71,1,0,14160
916,1,0,0,0,990.083,0,4,0.12,12,2,23,3,0,0,0,1946
917,1,0,0,0,990.831,0,12,0.28,13,8,37,1,0,0,0,2563
918,147,76,0,1,1267.83,1,704,0.11,1001,1497,8354,1097,1438,59,39,368760
919,7,1,1,0,871.208,0,12,0.07,32,25,143,18,46,2,2,10380
920,20,10,0,1,928.709,1,67,0.08,137,196,809,130,260,4,3,51660
921,37,17,1,0,942.481,1,274,0.16,281,318,5002,246,396,59,17,99900
922,130,90,14,1,1004.75,1,838,0.17,541,1528,8736,802,1380,78,32,294240
923,1,0,0,0,973.64,0,2,0.05,15,9,48,0,0,0,0,2598
924,2,0,1,0,876.276,0,5,0.12,5,8,94,4,8,0,0,2595
925,1,0,0,0,993.393,0,1,0.02,7,8,16,7,0,0,0,2845
926,197,72,5,3,859.317,0,973,0.12,1589,1771,11901,607,1518,98,36,485640
927,1,0,0,0,974.184,0,8,0.14,15,11,111,4,11,5,0,3552
928,2,0,0,0,906.891,0,1,0.01,12,6,67,3,6,0,0,5100
929,2,1,0,0,1029.55,0,2,0.02,22,18,75,5,25,0,0,5700
930,6,0,0,0,915.006,0,24,0.08,57,47,484,55,31,5,1,17580
931,63,44,1,0,1102.03,1,423,0.16,338,621,6714,584,1184,81,32,160080
932,1,1,0,0,1016.76,0,3,0.06,6,15,31,4,11,2,2,3128
935,1,0,0,0,984.019,0,2,0.05,11,5,72,1,0,0,0,2590
936,12,4,0,1,972.888,0,39,0.08,92,66,422,13,15,4,3,29280
938,94,48,4,0,1090.23,1,624,0.16,795,831,8066,791,996,92,34,228060
940,9,1,0,0,910.873,0,30,0.09,54,50,366,41,79,1,0,20220
942,2,1,1,0,943.115,0,3,0.06,5,8,53,4,29,0,0,2929
944,211,110,1,0,1047.56,1,1382,0.15,1086,2228,17257,2312,3577,118,70,552300
945,35,16,4,3,967.268,1,276,0.2,194,264,3515,231,465,32,22,82020
946,69,34,8,6,987.126,1,318,0.12,342,663,3434,77,186,37,12,153120
947,2,1,0,0,1003.72,0,11,0.12,10,14,162,9,32,0,1,5580
948,12,2,2,0,788.926,0,25,0.05,75,74,676,62,128,3,0,27420
949,306,144,5,2,785.253,1,1870,0.14,2150,3447,21744,1074,4277,133,69,794700
950,18,13,0,0,975.44,1,131,0.19,78,269,914,152,248,13,2,41940
952,208,132,2,0,1212.57,1,856,0.1,1262,2618,10362,1003,2148,85,32,531960
954,3,0,0,0,984.667,0,14,0.14,25,14,161,14,25,2,0,6000
955,233,114,1,0,1122.85,1,1134,0.11,1191,1899,17097,789,3849,124,39,597120
957,2,0,0,0,971.921,0,15,0.15,16,18,312,30,23,0,0,5880
958,2,1,0,0,1000,0,3,0.05,11,6,78,7,0,2,0,3600
959,34,20,0,0,1012.71,1,156,0.11,259,331,1987,191,172,14,4,82140
960,5,2,0,0,1006.86,0,22,0.11,33,38,489,68,34,2,2,12120
962,117,61,5,0,1111.84,1,639,0.13,807,1139,9053,770,1415,55,23,292860
963,1,0,0,0,997.248,0,0,0,7,6,23,1,9,1,0,3193
964,777,410,6,13,1090.88,1,5515,0.16,4915,7263,74095,4585,14132,613,242,2017680
965,116,64,1,1,961.281,1,841,0.17,751,1161,10999,1730,2524,79,48,303240
966,45,38,1,0,1126.39,1,531,0.29,175,458,5157,752,720,76,30,110700
967,2,1,0,0,996.463,0,5,0.08,10,8,61,5,0,1,0,3900
968,18,8,2,2,833.977,1,48,0.08,126,167,639,81,31,0,0,36540
969,10,9,0,0,1087.36,1,64,0.16,33,91,722,57,116,6,3,24480
970,36,17,0,0,936.667,1,130,0.09,266,384,1995,92,611,14,2,91680
971,555,297,14,4,1299.12,2,2345,0.1,3588,7149,18792,2549,3553,164,98,1404780
972,196,96,6,0,1074.11,1,943,0.11,910,1907,14105,1593,3533,95,44,494880
976,2,0,0,0,983.301,0,3,0.05,11,4,36,1,8,0,0,3342
977,125,48,6,0,1191.32,0,636,0.13,780,1073,6125,1058,722,34,21,291900
978,4,2,0,0,1008.13,0,14,0.08,29,27,425,113,13,3,1,10380
979,66,30,4,2,844.236,1,131,0.05,449,449,2345,12,533,32,5,150120
980,502,337,5,6,1304.56,1,3885,0.19,2084,5459,40612,3149,6003,366,171,1202040
981,82,27,9,2,973.315,0,338,0.12,483,580,6122,446,1259,48,15,173520
982,156,81,1,0,1223.18,1,1071,0.16,951,1410,14973,891,3127,132,46,399960
983,3,2,0,0,1022.91,0,29,0.25,18,36,316,20,49,4,0,7020
984,14,7,1,0,963.816,1,49,0.09,110,98,581,43,58,9,6,31980
985,23,12,1,1,975.575,1,65,0.07,220,219,1013,240,162,8,3,58980
986,124,52,4,1,909.879,1,489,0.1,915,1015,6440,412,1336,80,25,299280
987,169,88,2,1,1191.15,1,1199,0.16,1378,1752,13616,1060,2157,106,46,453540
988,29,16,1,1,1170.6,1,196,0.17,164,303,2618,234,522,36,14,70140
989,35,19,0,0,989.502,1,215,0.13,179,333,3419,167,569,35,11,95760
991,375,178,2,8,918.771,1,2149,0.14,2531,4122,27125,976,2280,219,106,935100
992,52,22,0,0,889.667,1,200,0.1,319,548,1973,161,247,23,5,119520
993,131,53,1,1,1011.19,1,617,0.11,991,1216,7228,149,964,63,23,322920
994,1,0,0,0,1000,0,5,0.16,6,8,75,7,16,0,0,1893
997,24,9,1,0,924.562,0,95,0.09,183,178,1266,127,387,10,2,61680
998,1,0,0,0,1000,0,1,0.04,5,1,18,1,0,0,0,1669
999,105,76,1,1,1143.95,1,1448,0.34,674,1151,10675,932,1351,136,50,255060
1000,1,1,0,0,1025.83,0,9,0.28,4,16,30,6,0,0,1,1958
