PlayerID,GamesPlayed,GamesWon,GamesLeft,Ditches,Points,SkillLevel,Kills,KillsPerMin, Deaths,Assists,CreepsKilled,CreepsDenied, NeutralsKilled, TowersDestroyed, RaxsDestroyed, TotalTime
377,124,94,2,1,1020.55,1,993,0.21,631,1381,10306,1185,806,148,47,288840
378,73,41,0,1,901.469,1,306,0.09,567,850,3197,287,250,45,16,193380
379,95,76,0,0,957.806,1,846,0.22,361,1198,8803,766,807,125,35,229260
380,308,187,3,0,1213.98,2,2601,0.19,1242,3750,38679,2166,5083,302,128,806880
381,89,27,2,2,1042.57,0,277,0.08,568,704,5867,267,159,26,9,220680
382,10,4,1,0,988.731,1,52,0.13,74,97,729,38,118,7,1,23880
383,2,1,0,0,1004.24,0,12,0.13,18,24,129,13,1,1,0,5400
384,237,187,0,0,1189.9,1,1590,0.16,1015,2517,23423,2720,4373,236,126,604020
385,60,35,0,1,884.623,1,261,0.1,344,611,4682,861,1398,39,12,161760
386,136,71,2,0,1010.24,1,1053,0.19,859,1295,10206,659,2009,97,49,337380
387,1,0,0,0,983.003,0,6,0.11,9,3,222,13,45,3,0,3382
388,824,541,12,8,1152.73,2,9145,0.27,4390,9359,89058,5713,15513,1121,420,2032380
389,14,8,0,0,985.255,1,54,0.09,112,126,706,67,364,5,3,36600
390,467,281,6,3,1038.9,1,3523,0.18,2806,5303,39990,2935,5855,460,155,1171080
391,29,17,0,0,1005.5,1,157,0.14,136,330,2360,251,357,23,5,68520
392,3,0,0,0,979.858,0,8,0.07,24,15,115,4,8,1,0,6720
393,13,7,0,0,981.82,1,87,0.16,41,151,1128,95,55,14,7,32460
394,1631,852,10,8,1098.77,1,7691,0.11,11220,20133,78569,8079,18056,756,315,4294920
396,43,31,1,0,986.373,1,282,0.17,124,402,4043,237,472,42,17,98400
397,1,0,0,0,998.014,0,8,0.15,9,8,126,17,9,1,0,3247
398,293,155,3,4,1229.49,1,2282,0.17,1571,2997,29403,3124,3549,227,93,785340
399,2,0,0,0,1000,0,4,0.07,19,4,72,8,6,0,0,3483
400,8,6,0,0,1063.71,0,68,0.21,45,102,862,65,68,6,7,19620
402,245,151,5,0,1004.07,1,2411,0.24,860,2434,29450,2196,4507,250,104,609840
403,28,12,2,1,997.898,1,149,0.14,170,251,1287,138,369,27,7,64740
404,12,5,0,0,981.529,1,69,0.13,91,107,914,57,160,6,1,31740
405,4,3,0,0,1008.5,0,31,0.18,15,64,419,33,23,4,1,10080
406,83,37,1,6,1001.77,1,518,0.15,543,761,4808,169,2529,47,17,213420
407,1,1,0,0,1005.77,0,2,0.04,9,11,17,2,8,0,1,2768
410,27,11,0,0,957.844,1,129,0.11,184,288,1473,160,71,7,5,67920
411,1,0,0,0,1000,0,0,0,7,1,16,2,0,0,0,1471
412,6,2,1,0,842.663,0,30,0.14,23,44,576,21,120,4,0,13080
413,144,85,13,1,1006.6,1,933,0.18,742,1288,13184,935,3547,161,81,318060
414,10,7,1,0,940.629,1,102,0.28,50,68,907,54,82,10,1,21720
416,165,82,3,7,1075.35,1,814,0.12,1042,1776,9845,405,1954,81,60,421020
417,31,18,0,0,1026.39,1,124,0.1,159,253,2069,295,648,10,3,75060
418,7,3,0,0,1007.83,0,16,0.06,51,43,233,26,59,1,3,15780
419,27,15,1,1,960.731,1,107,0.09,180,378,1398,115,234,15,7,73200
420,1,0,0,0,992.923,0,6,0.18,9,12,16,1,0,0,0,2025
421,28,11,1,2,937.13,0,191,0.15,321,231,3023,276,391,25,7,76680
422,9,4,1,0,890.859,0,28,0.11,28,29,380,19,126,3,1,15360
423,122,63,2,2,878.375,1,488,0.09,911,1264,5754,407,1038,64,22,313260
424,2,0,1,0,891.093,0,8,0.2,5,5,41,4,2,0,0,2408
425,119,58,2,0,1015.62,1,1000,0.2,924,1411,6515,441,385,55,20,297240
427,3,1,0,0,973.771,0,9,0.08,21,18,118,0,6,1,0,6660
428,2,0,1,0,886.76,0,3,0.07,16,5,20,0,1,0,0,2504
429,313,163,3,1,1112.13,1,1554,0.12,2113,3693,16228,2509,3071,187,67,794220
430,194,120,9,1,1074.1,1,1924,0.24,1031,1957,22191,1967,3042,196,67,487440
431,54,21,9,0,691.318,0,252,0.13,339,454,3987,414,483,22,5,117000
432,1,0,0,0,995.206,0,2,0.04,11,5,73,0,4,0,0,3220
433,151,95,2,9,1512.82,1,1039,0.16,853,1790,12741,1195,1750,123,61,398820
434,701,412,3,2,1357.39,3,7578,0.25,4457,6909,71988,5471,8056,795,327,1828320
435,701,362,9,10,1168.87,1,2824,0.09,4101,7956,38929,8658,6626,377,187,1806360
437,71,43,3,0,963.271,1,392,0.15,319,729,6178,449,1105,76,26,158220
439,3156,1764,40,2,1410.61,3,23742,0.33,16988,34390,372360,43910,42900,2601,1141,4294920
440,40,24,0,1,1160.25,1,346,0.18,317,514,5130,197,523,43,11,117960
441,100,52,5,0,721.336,1,588,0.15,530,782,6976,248,1166,66,24,238560
442,3,1,2,0,818.798,0,12,0.42,4,11,96,25,3,0,1,1701
443,6,2,1,0,923.14,0,30,0.14,34,44,349,28,96,3,0,13200
444,21,8,2,0,873.242,0,130,0.17,133,121,1734,193,147,11,6,45540
445,176,68,0,0,910.227,0,721,0.1,541,1291,14134,206,1472,61,36,450780
446,27,12,0,0,983.406,1,105,0.08,148,228,1736,140,122,15,9,74520
447,10,2,0,0,984.702,0,78,0.18,73,67,885,81,143,5,0,25620
448,18,9,1,0,902.867,1,103,0.14,100,148,1540,194,275,12,3,45060
449,3,1,1,0,920.129,0,5,0.06,20,17,45,0,0,0,0,5160
450,5,2,0,0,1000,0,16,0.08,24,29,248,31,52,3,4,11460
452,15,5,0,0,947.591,0,49,0.08,113,90,942,30,195,4,1,36540
453,23,9,3,0,777.997,0,73,0.09,103,118,794,42,406,6,1,47520
454,10,6,0,0,1008.45,1,31,0.07,69,44,561,14,325,7,3,25620
455,7,3,0,0,971.286,0,35,0.12,51,75,333,6,16,6,2,17040
456,4,0,0,0,916.753,0,1,0.01,43,7,83,12,1,0,0,8340
457,12,5,0,2,1050.78,1,28,0.06,98,69,510,73,217,4,1,28140
458,2,0,1,0,863.947,0,3,0.1,4,0,34,9,0,0,0,1796
459,300,160,0,4,1006.45,1,2397,0.19,1992,2482,32455,2757,6269,333,114,770760
460,7,1,1,0,1000,0,8,0.03,59,37,146,13,2,0,1,13920
461,270,148,7,0,994.436,1,2199,0.2,1109,2145,26002,3383,6258,192,93,669000
462,13,6,0,0,1034.12,1,72,0.12,94,119,590,6,105,7,4,35340
463,151,96,8,0,909.039,1,1361,0.22,864,1417,18257,1486,1075,172,60,363480
464,3,0,0,0,922.086,0,8,0.06,22,15,218,16,13,0,0,7860
466,1,0,0,0,963.245,0,2,0.05,7,5,29,2,0,0,0,2382
467,103,42,5,0,932.809,1,300,0.07,715,721,5764,292,1657,42,18,242760
468,341,178,3,0,1098.79,1,2245,0.16,1972,4026,24934,3038,5417,211,113,863580
469,22,7,0,1,964.356,0,63,0.08,154,184,763,57,207,6,1,48060
470,39,17,1,0,967.728,1,188,0.11,261,457,2235,173,229,24,11,100260
472,17,8,0,0,1000,1,93,0.13,132,162,859,138,163,5,2,43080
473,3,2,0,0,1029.55,0,11,0.1,17,17,164,12,94,0,0,6660
474,32,21,5,0,848.213,1,132,0.12,75,291,2446,149,555,29,9,64020
475,5,1,1,0,883.027,0,19,0.1,36,45,296,7,67,2,1,11580
476,6,3,1,0,933.962,0,45,0.19,31,58,878,56,45,3,1,14520
477,635,381,10,2,944.661,1,4107,0.16,3834,6903,49465,2361,10883,550,178,1529100
479,21,15,0,0,1157.34,1,149,0.18,84,237,1798,137,379,26,5,48780
480,16,5,1,0,913.302,0,74,0.11,98,120,1194,68,148,14,1,38820
481,21,12,0,0,1044.99,1,113,0.13,124,226,1184,26,103,20,4,53460
482,1,0,0,0,973.175,0,16,0.27,8,9,242,34,66,0,0,3600
483,275,148,1,0,1120.81,1,1789,0.15,1734,2931,24129,1329,2572,174,76,705840
484,8,0,0,0,881.799,0,28,0.1,52,30,303,7,15,3,0,16560
485,3,0,0,0,978.527,0,9,0.07,24,18,129,8,64,0,0,7860
486,248,169,5,2,921.772,1,1623,0.17,1773,2838,16288,1480,2883,176,94,567360
487,367,189,5,1,1113.09,1,2299,0.15,2069,4033,30552,3752,7712,260,110,941400
488,7,2,0,0,971.592,0,15,0.06,62,44,259,9,14,1,1,15600
491,3,0,1,0,896.219,0,8,0.13,13,12,35,5,0,0,0,3720
492,12,4,0,0,976.339,0,45,0.1,108,92,525,32,167,7,1,27480
493,2,0,0,0,976.339,0,3,0.06,7,5,60,7,0,0,0,3025
494,2,0,0,0,976.339,0,2,0.04,9,6,33,6,4,1,0,3044
495,12,7,1,0,1055.04,1,101,0.22,51,80,1045,103,282,8,4,27780
496,5,2,1,2,1000,0,18,0.1,19,37,392,6,156,4,5,10740
497,30,16,1,0,1002.74,1,153,0.13,148,246,2647,161,892,27,12,70200
499,2,0,0,0,957.343,0,0,0,13,3,39,1,4,0,0,3286
500,5,2,0,0,991.885,0,20,0.09,20,32,285,18,35,2,2,12600
501,9,2,0,0,950.357,0,27,0.08,52,64,514,10,13,6,5,20520
502,2,1,0,0,978.59,0,21,0.27,13,27,97,16,3,0,0,4680
503,4,1,0,0,988.096,0,26,0.17,24,25,414,18,19,2,1,9420
505,12,3,0,0,977.761,0,56,0.12,86,106,494,37,101,3,2,27840
506,2,1,0,0,1002.98,0,15,0.13,23,28,130,15,29,0,0,6780
507,7,3,2,0,912.546,0,48,0.21,39,45,639,75,19,6,5,13500
508,571,302,3,1,1113.03,1,2726,0.11,3447,5641,41482,4778,9049,438,188,1507680
509,3,2,0,0,1020.1,0,30,0.2,30,51,222,17,16,3,7,8760
510,1,1,0,0,1015.61,0,3,0.05,6,15,85,5,53,0,0,3660
511,101,54,4,1,944.01,1,580,0.14,535,704,7896,522,2146,73,24,241680
512,34,9,3,0,806.049,0,125,0.09,145,180,2423,19,415,13,1,79380
514,1,0,0,0,973.554,0,2,0.04,7,9,74,9,4,3,0,3383
515,14,9,0,0,1014.27,1,107,0.18,83,130,1435,147,279,7,10,35520
516,3,0,0,0,954.147,0,7,0.08,14,9,148,28,6,0,0,5400
517,17,6,2,2,944.642,0,48,0.07,104,107,567,94,197,8,5,39060
518,2,0,0,0,937.225,0,8,0.1,14,10,59,3,28,0,0,4680
519,2,2,0,0,1031.1,0,12,0.17,5,8,170,27,32,2,1,4320
523,1,0,0,0,980.202,0,3,0.08,7,5,61,0,11,0,0,2327
524,1,0,0,0,980.202,0,10,0.26,3,5,76,4,0,0,0,2327
525,1,0,0,0,985.712,0,2,0.06,9,4,31,3,0,0,0,1959
528,2,1,0,0,995.61,0,18,0.16,8,10,400,2,37,3,1,6540
529,350,182,0,0,1286.73,2,1453,0.1,2685,3520,22133,1976,4982,164,80,911520
530,3,1,0,0,998.689,0,4,0.04,16,14,117,11,11,0,0,5760
531,2,0,0,0,971.03,0,7,0.09,16,16,63,5,7,0,1,4740
532,31,16,0,1,1058.98,1,179,0.13,214,335,1553,89,182,10,6,83280
533,17,6,0,0,886.514,0,92,0.12,148,130,1055,47,75,10,5,44640
534,1,0,0,0,984.721,0,2,0.05,10,2,16,3,0,0,0,2399
536,13,1,0,0,897.272,0,24,0.04,106,69,480,17,251,0,0,33420
539,12,3,0,0,895.832,0,60,0.12,87,77,662,19,169,3,2,29880
540,10,2,1,0,856.812,0,30,0.07,70,89,406,69,12,1,0,25380
541,446,254,7,2,1642.08,1,3652,0.18,2523,4557,51064,5320,3296,360,176,1186380
542,26,19,2,0,1072.9,1,156,0.17,118,230,2263,193,311,28,13,54360
543,2,1,1,0,900,0,4,0.11,6,8,53,4,7,1,0,2138
545,65,30,1,0,1055.33,1,293,0.1,457,671,3676,309,1498,33,13,177420
546,2,1,0,0,1013.81,0,5,0.06,13,13,92,3,6,1,0,4620
547,71,36,3,2,1117.63,2,367,0.13,393,532,7483,455,732,42,29,163440
548,1,0,0,0,979.985,0,7,0.15,7,6,82,6,14,0,0,2804
549,18,7,0,0,1011.05,0,111,0.14,101,186,1257,45,399,11,4,47040
551,7,1,0,0,1000,0,20,0.08,50,42,357,33,92,1,0,15300
552,8,5,0,0,1000,0,19,0.06,45,82,560,51,48,1,1,20460
553,23,11,0,0,1001.52,1,172,0.17,132,212,3303,112,414,20,10,59040
554,1362,816,1,3,1525.62,3,11457,0.19,7070,14645,142043,13030,12854,1501,662,3557400
555,25,14,1,0,1049.02,1,166,0.16,134,220,1904,184,460,22,3,62820
557,4,2,0,0,1026.38,0,29,0.14,31,45,614,25,26,5,2,12120
558,3,1,0,0,967.031,0,8,0.09,21,6,86,5,3,0,0,5340
559,2,0,0,0,978.907,0,9,0.13,12,4,82,13,27,0,0,4020
560,4,1,0,0,994.302,0,20,0.19,22,14,199,13,22,2,3,6420
561,4,1,0,0,994.302,0,6,0.06,18,10,94,27,19,0,0,6420
562,44,19,1,0,1009.95,1,315,0.15,296,517,3733,407,949,18,7,125700
563,101,46,0,0,881.587,1,441,0.1,656,748,7072,634,838,56,40,259260
564,2,1,0,0,984.497,0,8,0.09,17,24,134,6,11,3,1,5340
566,235,101,5,3,868.852,1,870,0.09,1486,2068,16003,1010,1862,129,45,598800
567,2,2,0,0,1057.39,0,3,0.05,10,16,106,8,0,0,0,3600
568,12,7,0,0,1098.26,1,81,0.16,55,98,872,126,392,15,5,29820
569,1,0,0,0,975.243,0,1,0.03,10,2,46,4,2,0,0,1996
570,1,0,0,0,991.712,0,3,0.1,8,1,59,18,4,0,0,1761
571,1194,649,11,3,1024.13,1,8831,0.17,6104,12484,114389,8522,19699,977,368,3082260
572,11,4,4,1,984.734,0,31,0.09,48,87,401,22,48,4,0,20520
573,22,6,2,0,931.34,0,70,0.09,112,112,1239,4,252,5,0,47580
574,1,0,0,0,980.122,0,7,0.2,5,1,39,4,3,0,0,2104
575,10,3,2,0,807.615,0,51,0.14,45,72,517,10,49,2,0,22440
577,3,2,0,0,1033.77,0,7,0.05,6,20,271,21,143,1,0,8340
578,4,1,0,0,965.872,0,14,0.07,34,35,362,30,43,2,0,12060
579,1,0,0,0,980.565,0,0,0,8,4,56,2,28,0,0,3455
580,3,1,0,0,989.159,0,13,0.15,16,10,67,13,96,2,0,5100
582,7,1,2,1,898.514,0,13,0.08,18,24,156,16,8,2,0,9180
584,3,1,0,0,989.018,0,7,0.09,10,13,80,7,5,0,0,4860
585,25,12,3,0,987.897,0,159,0.17,95,206,1749,204,286,31,13,55800
586,4,1,2,0,1000,0,8,0.15,11,14,34,4,9,0,0,3164
587,102,58,2,0,1080.29,1,691,0.16,568,1292,8308,408,1231,78,26,253920
588,5,0,0,0,922.883,0,6,0.04,31,16,183,30,28,0,0,10080
589,13,5,0,0,932.904,0,31,0.06,78,66,499,52,81,1,1,30480
590,13,5,2,0,878.371,0,31,0.07,69,100,550,15,161,3,5,28500
591,4,4,0,0,1027.22,0,12,0.08,26,56,158,34,73,2,3,9240
592,1,0,0,0,975.621,0,3,0.1,6,0,42,3,0,0,0,1834
594,52,20,2,2,930.206,0,201,0.1,423,410,2953,312,549,24,6,120540
595,104,46,3,2,1000.71,1,554,0.13,536,1063,5380,468,1875,52,18,247260
596,16,6,1,1,875.469,0,79,0.14,105,140,1116,79,20,8,3,34680
597,26,11,0,1,954.961,1,141,0.14,181,192,1752,96,522,17,9,60300
598,1,1,0,0,1017.43,0,5,0.12,8,6,42,0,35,1,1,2565
599,46,27,3,3,1119.98,1,296,0.17,272,544,3847,200,912,44,24,107280
600,31,13,0,0,984.356,1,65,0.05,185,272,1683,129,246,13,8,83160
601,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0, TotalTimeNull
603,1,0,0,0,985.712,0,5,0.15,6,5,39,2,0,0,0,1959
604,1,0,0,0,985.712,0,5,0.15,4,6,13,4,0,0,0,1959
605,1,0,0,0,975.52,0,2,0.07,6,2,16,3,6,0,0,1686
606,2,0,0,0,969.699,0,6,0.07,21,19,120,9,35,0,0,4860
607,153,79,3,4,1208.37,2,791,0.12,972,1602,10881,904,2959,106,61,392160
608,50,26,1,0,1107.81,1,363,0.16,301,510,5025,238,1188,31,11,136620
609,58,31,0,0,1076.93,1,267,0.1,327,564,5316,452,772,29,10,155520
610,21,9,0,0,921.746,1,86,0.11,103,161,1223,96,138,4,2,48000
611,574,329,8,2,1123.37,1,5508,0.23,2615,5579,65028,6431,11081,558,263,1430220
612,204,105,1,0,822.839,1,1137,0.13,1360,1893,16013,1556,2170,150,49,505800
613,251,133,1,2,1091.18,1,1103,0.1,1396,2934,14107,1910,2237,93,63,646740
614,373,212,4,6,1378.7,1,2159,0.13,2139,4426,26801,2384,5687,243,144,989700
616,14,3,0,0,911.937,0,57,0.1,114,99,875,22,55,2,0,34920
618,30,14,0,0,1082.05,1,107,0.09,214,263,1377,147,221,7,6,71640
620,289,162,4,0,981.144,1,1915,0.16,1667,3240,25768,2386,2062,261,95,705360
621,4,2,0,0,993.216,0,32,0.25,17,32,229,21,15,3,2,7680
622,13,5,0,1,930.664,0,26,0.05,83,60,259,65,4,0,0,30360
623,9,4,0,0,990.955,0,13,0.03,85,34,373,21,36,2,0,22740
624,24,12,2,0,935.235,1,96,0.11,124,218,960,45,415,15,3,54480
625,1,0,0,0,976.551,0,0,0,5,3,29,0,0,0,0,1875
626,6,2,0,0,946.801,0,11,0.04,51,32,153,20,21,0,0,16980
627,31,11,1,0,980.755,0,91,0.08,217,218,835,76,207,12,3,70380
628,398,189,2,1,1146.19,1,1814,0.11,2894,5013,14980,2106,2059,115,56,1028760
629,2,1,0,0,1002.6,0,9,0.09,5,17,226,29,23,2,0,5820
630,2,1,0,0,983.754,0,11,0.15,20,17,113,0,1,0,0,4500
631,94,47,3,0,986.97,1,511,0.13,673,857,5214,406,356,58,23,241800
632,47,30,1,0,945.622,1,248,0.12,252,500,4375,124,760,37,17,123840
633,3,1,0,0,1007.18,0,14,0.1,12,30,268,32,5,0,0,8580
634,237,141,0,2,1186.6,1,1515,0.15,1125,2737,20790,2232,3726,181,105,624240
635,49,20,1,0,990.09,1,170,0.09,267,340,2002,189,361,16,5,113580
636,216,119,4,5,1171.39,2,1479,0.16,1095,2187,18993,1364,2841,180,88,543900
637,2,1,0,0,1012.03,0,7,0.12,6,10,148,7,6,1,0,3374
638,13,5,0,0,941.941,0,88,0.15,80,131,960,25,284,2,3,34560
639,11,4,3,0,759.292,0,14,0.05,100,58,324,3,31,1,0,17400
640,64,29,0,0,946.111,1,339,0.13,454,538,4240,278,1447,31,9,156300
641,103,65,1,0,1323.38,3,788,0.17,591,1310,9286,1060,568,88,34,275460
642,31,16,0,0,1056.72,1,94,0.06,217,244,1532,83,239,9,7,90480
643,27,24,0,0,1165.66,1,287,0.26,93,326,3129,239,373,49,26,66540
644,300,142,6,0,977.666,1,2011,0.16,2257,3021,20695,2803,3092,175,65,742500
645,7,3,0,1,990.338,0,29,0.1,64,58,377,34,62,2,1,18240
647,30,20,2,2,1088.94,1,304,0.26,192,294,3473,167,270,38,13,70860
648,101,57,1,0,968.42,1,710,0.17,565,1239,7947,640,1583,85,38,255480
649,1,0,0,0,975.065,0,8,0.17,8,7,78,12,0,0,0,2760
650,20,9,0,0,1028.63,1,118,0.13,99,143,2278,200,146,12,8,53220
651,5,1,0,0,957.608,0,15,0.1,32,29,230,51,18,4,0,9360
652,22,5,0,0,947.61,0,51,0.05,142,153,1210,76,263,5,0,55920
653,4,2,2,1,1000,0,8,0.11,12,9,71,1,6,1,2,4320
654,32,18,0,0,1019.26,1,239,0.17,196,353,2918,220,402,32,9,82560
655,163,81,0,0,1168.41,1,1097,0.16,831,1598,15491,1117,3948,123,57,420420
656,1,0,0,0,991.001,0,0,0,7,0,36,0,0,0,0,1910
657,13,6,2,1,996.822,1,61,0.16,65,76,498,18,62,8,2,22380
658,5,2,1,0,936.346,0,30,0.17,25,38,274,22,16,4,0,10380
659,378,185,7,2,1209.28,1,2499,0.15,1984,4358,30357,2327,4920,236,123,1023480
660,341,144,4,0,1152.99,1,2121,0.14,1973,3240,29463,2018,4616,279,112,912360
661,9,4,1,0,909.441,0,48,0.14,45,54,444,24,61,3,4,20160
662,648,333,9,4,1160.44,1,3211,0.11,4608,7284,42058,3389,7705,387,146,1730820
663,1,0,0,0,996.47,0,5,0.14,10,2,77,0,0,2,0,2138
664,1,0,0,0,996.47,0,1,0.03,7,12,36,15,0,0,0,2136
665,85,39,1,4,917.362,1,406,0.11,750,777,5054,197,1441,37,15,214020
666,4,0,0,0,992.178,0,10,0.09,29,14,95,12,5,0,0,6660
667,45,36,0,0,1028.34,1,360,0.19,224,423,3558,465,606,32,14,116280
668,101,43,0,0,949.359,1,573,0.14,1006,882,7469,489,1466,69,28,243600
669,4,2,0,0,1075.76,0,24,0.16,28,40,156,5,21,4,1,9180
670,80,34,4,0,963.942,1,341,0.11,576,700,4002,232,854,52,13,187620
672,7,2,0,0,900.642,0,72,0.23,48,48,975,40,100,4,0,18720
673,2,0,1,0,896.225,0,2,0.07,6,1,55,11,0,0,0,1628
674,1,0,0,0,1000,0,4,0.06,5,14,48,5,0,0,0,3720
675,2,1,0,0,1014.07,0,13,0.15,13,14,98,9,52,2,0,5220
676,1,1,0,0,1005.77,0,3,0.1,0,1,28,0,11,0,0,1823
677,2,1,0,0,1050.74,0,1,0.01,8,6,58,2,26,1,2,4620
678,4,0,1,0,972.502,0,18,0.16,33,14,183,10,13,1,0,6840
679,1,1,0,0,1025.55,0,5,0.16,1,13,17,0,8,0,1,1905
680,190,106,0,2,1202.8,1,1484,0.18,1042,1972,20338,1042,1715,218,74,481260
681,5,4,0,0,1040.3,0,23,0.09,29,58,235,45,41,5,4,14880
682,1,0,0,0,995.671,0,0,0,2,0,31,2,2,0,0,1546
684,335,214,10,3,2010.24,1,3470,0.26,1637,3241,36965,1328,4832,539,224,802560
685,3,2,1,0,928.851,0,11,0.15,2,18,180,6,6,3,0,4320
686,150,88,5,1,1354.78,1,1329,0.22,817,1678,12453,1274,1659,150,40,357420
687,35,18,2,0,892.769,1,124,0.08,268,433,1093,111,153,4,3,92640
688,15,4,2,0,770.663,0,62,0.11,103,101,448,70,138,4,0,34320
689,50,25,3,1,940.838,1,312,0.16,295,436,5140,303,346,42,16,116760
690,114,61,3,1,1047.67,1,428,0.09,635,1131,5295,627,1069,52,28,279900
691,1,1,0,0,1034.49,0,9,0.24,2,11,152,12,15,4,3,2213
693,2,1,1,0,912.539,0,10,0.29,3,20,69,15,0,1,0,2079
694,2,0,0,0,1000,0,13,0.13,21,13,216,13,19,1,0,5760
695,3,1,0,0,1009.06,0,17,0.16,20,29,94,17,3,1,0,6360
696,12,7,0,0,995.273,1,77,0.15,94,130,671,40,143,4,1,30600
697,1,0,0,1,1000,0,3,0.12,10,5,19,9,0,0,0,1563
698,110,71,7,0,1054.69,1,803,0.19,453,1106,8629,637,1003,75,39,251700
699,10,4,0,0,963.303,1,65,0.14,94,78,515,33,105,6,1,27240
700,72,36,0,0,963.107,1,319,0.1,412,780,5029,561,989,36,20,194700
701,1,0,0,0,1000,0,4,0.14,7,3,44,12,0,0,0,1706
702,6,2,0,0,945.196,0,21,0.08,44,58,424,29,117,1,0,15360
703,6,2,0,0,941.672,0,26,0.09,47,73,189,8,32,0,1,16980
704,1,0,0,0,966.619,0,12,0.23,5,4,124,3,20,0,0,3130
705,1,1,0,0,1033.38,0,17,0.33,9,15,167,10,8,1,3,3130
706,49,23,0,0,974.181,1,281,0.14,268,605,2397,352,260,23,12,123780
708,29,20,0,0,1067.16,1,256,0.23,144,283,2926,361,500,33,19,66660
710,27,13,3,0,1016.44,1,92,0.1,125,199,1369,186,238,15,2,56760
711,57,29,1,0,1043.82,1,289,0.13,270,499,4907,540,618,42,19,134520
712,3,1,0,0,978.359,0,14,0.11,24,38,111,9,1,0,0,7380
713,215,107,1,6,1106.53,1,741,0.08,1843,2294,8535,974,2712,77,35,568860
714,2,1,0,1,1015.36,0,11,0.12,12,18,221,10,48,2,2,5640
715,8,6,0,0,1047.99,0,42,0.13,60,78,693,76,15,4,1,19140
716,1,1,0,0,1017.33,0,2,0.05,6,15,13,3,0,0,0,2579
719,1,1,0,0,1000,0,6,0.21,2,17,11,2,1,0,0,1714
720,4,0,2,0,1000,0,5,0.07,11,13,88,13,26,0,0,4020
721,302,195,11,1,1327.23,3,2168,0.19,1348,2856,24260,3736,2521,295,111,673260
722,3,1,0,1,1001.49,0,8,0.07,18,35,233,21,19,3,0,7020
724,17,9,3,0,1000,0,160,0.27,73,131,1491,121,236,17,10,35460
726,39,21,0,0,995.34,1,160,0.1,230,414,2624,242,615,21,4,98040
727,5,0,0,0,953.258,0,8,0.05,46,16,218,13,1,0,0,10560
728,101,52,2,0,993.392,1,719,0.17,700,951,10300,503,1283,105,37,248220
729,82,56,1,1,1190.62,1,707,0.21,262,892,8373,610,2269,109,43,197940
731,1,0,0,0,993.79,0,2,0.07,3,1,35,0,3,0,0,1787
732,7,5,1,0,974.446,0,36,0.13,46,50,282,16,123,3,1,15960
733,13,3,0,0,923.449,0,36,0.07,91,94,549,114,105,3,2,31740
734,14,7,0,0,1020.03,1,44,0.08,122,133,475,48,38,1,0,34980
735,2,0,1,0,880.161,0,2,0.06,3,4,60,4,1,0,0,1868
736,64,33,3,1,1159.81,1,379,0.15,437,657,4749,445,379,42,6,155640
737,37,21,1,0,1026.67,1,229,0.16,245,455,1839,117,536,27,3,87360
738,8,2,5,0,626.837,0,11,0.09,15,30,218,0,121,1,1,7200
739,1,1,0,0,1014.49,0,2,0.04,4,4,78,5,31,0,0,3040
740,109,49,0,0,1081.45,1,371,0.08,719,1120,3476,522,912,22,13,283860
741,26,18,0,0,1063.65,1,178,0.18,97,243,2759,353,429,25,7,60720
742,2,1,0,0,1005.98,0,7,0.08,15,16,80,0,26,1,0,5520
744,2,0,0,0,972.751,0,4,0.07,10,7,56,12,0,0,0,3551
745,14,6,1,0,910.446,1,59,0.1,89,106,1069,46,326,3,4,35880
746,4,0,0,0,954.486,0,49,0.23,25,31,622,47,34,6,0,12600
747,76,34,0,1,1005.11,1,523,0.15,316,657,10593,841,640,66,40,211500
748,47,26,0,0,1016.02,1,356,0.18,275,472,4164,115,1245,52,20,115560
749,1,0,0,0,977.667,0,13,0.29,3,10,140,2,27,0,0,2720
750,253,130,3,0,1006.22,1,1399,0.13,1560,2511,17620,2356,2921,143,76,646980
751,126,62,3,1,1085.54,1,867,0.17,735,1273,10695,726,1699,111,37,309600
752,1,1,0,0,1037.66,0,18,0.3,0,13,116,7,0,2,3,3575
753,6,4,0,0,1006.56,0,21,0.07,36,63,445,29,16,3,1,17460
755,5,0,0,0,910.348,0,16,0.07,48,32,333,43,18,2,0,14280
756,3,0,0,0,938.383,0,14,0.09,21,26,160,10,47,0,0,9480
757,50,30,8,0,979.841,1,436,0.27,225,491,2415,264,595,17,4,95700
758,3,1,0,0,980,0,29,0.2,23,35,133,9,8,0,1,8580
759,236,139,4,4,1005.99,1,1772,0.19,1458,2583,18346,1453,3271,139,59,560700
760,365,180,2,0,1193.94,1,1746,0.11,2414,3983,21723,1980,5482,195,87,955140
761,209,105,5,1,1136.21,1,1170,0.13,1040,2079,15898,1224,4565,101,71,549120
762,90,41,0,1,1011.42,1,379,0.1,630,978,3910,472,365,31,13,237540
763,7,5,0,0,1024.43,0,73,0.24,35,70,766,84,118,5,4,18180
764,9,6,0,0,1076.81,0,47,0.13,42,81,487,39,101,4,1,21180
765,55,31,2,0,1104.67,1,321,0.14,433,551,3484,340,737,57,19,137400
767,5,2,0,0,968.097,0,36,0.18,33,27,299,24,69,1,1,12000
768,136,68,1,0,1059.61,1,1047,0.18,811,1149,15569,902,1405,121,34,346500
