 GamesPlayed, GamesWon, GamesLeft, Ditches, Points, Kills, KillsPerMin, Deaths, Assists, CreepsKilled, CreepsDenied, NeutralsKilled, TowersDestroyed, RaxsDestroyed, TotalTime, SkillLevel,Gender
0.00792393,0.005102041,0.025,0,0.231632431,0.005938843,0.30952381,0.009300683,0.006222739,0.007181396,0.00407652,0.006829837,0.007304883,0.002629273,0.014316987,0,M
0.057686212,0.064058957,0.325,0.222222222,0.317277756,0.034453711,0.285714286,0.052566518,0.058069206,0.02418417,0.020906399,0.047808858,0.040753556,0.043821209,0.097254942,1,M
0.175277338,0.192743764,0.45,0.277777778,0.368130617,0.192738607,0.5,0.158229338,0.15882524,0.140582407,0.051263949,0.295757576,0.23952326,0.244522349,0.310573879,1,F
0.000316957,0.001133787,0,0,0.298722064,0.000168478,0.142857143,0.00023546,0.00049433,0.000126225,0.000364382,0,0.000384468,0.000876424,0.000594144,0,F
0.065293185,0.075396825,0.175,0.222222222,0.497232549,0.084196782,0.571428571,0.06174947,0.067723175,0.059618478,0.026554316,0.072447552,0.096885813,0.074496056,0.115603306,1,M
0.000316957,0,0,0,0.269742801,0.000126358,0.119047619,0.000647516,0.000145391,0.000158453,0.000227739,0,0.000384468,0,0.000594144,0,F
0.249762282,0.281746032,0.1,0,0.260224967,0.244208576,0.428571429,0.327701907,0.294126199,0.17207957,0.071327716,0.202097902,0.248366013,0.170902717,0.455991295,1,M
0.020919176,0.013605442,0.1,0,0.133137632,0.011414371,0.238095238,0.028902755,0.017737714,0.011666412,0.012070143,0.016200466,0.009996155,0.007887818,0.038506642,0,M
0.009508716,0.007369615,0,0.055555556,0.189105416,0.003495914,0.142857143,0.014834,0.008897935,0.003405389,0.003233887,0.005198135,0.00461361,0.004382121,0.019249944,1,M
0.059587956,0.087301587,0.1,0.055555556,0.355531252,0.092157358,0.738095238,0.041087827,0.071445188,0.043977322,0.029765429,0.076596737,0.074971165,0.070113935,0.097226994,2,M
0.010142631,0.013038549,0.075,0,0.372836404,0.008550249,0.428571429,0.007004945,0.011631288,0.003002543,0.00407652,0.010699301,0.008458285,0.007887818,0.015490835,1,M
0,0,0,0,0.262847486,0.000210597,0.452380952,0.000176595,0,6.45E-05,0,0.0002331,0,0,4.63E-05,0,F
0,0,0,0,0.246476985,4.21E-05,0.071428571,0.000412056,0.000116313,1.61E-05,0,0,0,0,0.000151855,0,M
0.057369255,0.068594104,0.05,0.055555556,0.600810465,0.063431893,0.5,0.043972216,0.058767083,0.053578478,0.035390572,0.053100233,0.082276048,0.084136722,0.101475206,3,M
0.013946117,0.014739229,0.025,0.055555556,0.134423592,0.011414371,0.357142857,0.016482223,0.012619948,0.008658497,0.004099294,0.008018648,0.007304883,0.007887818,0.024895594,1,M
0.004754358,0.005668934,0.025,0,0.225531533,0.004211945,0.357142857,0.004473746,0.003489386,0.00395863,0.005283535,0.004335664,0.003460208,0.006134969,0.009006722,1,M
0.000633914,0,0,0.055555556,0.262110896,0.000252717,0.119047619,0.001236167,0.000378017,0.00016651,0.000318834,0.00013986,0,0,0.00125094,0,M
0.032329635,0.029478458,0,0,0.343221028,0.017816528,0.238095238,0.044031081,0.027886013,0.012233081,0.012366204,0.018414918,0.017301038,0.015775635,0.059244624,1,F
0.007606973,0.007369615,0.025,0,0.206644051,0.004675259,0.238095238,0.009418413,0.006077348,0.006303192,0.002618993,0.006969697,0.00615148,0.004382121,0.014834039,1,F
0.075118859,0.075963719,0.075,0.222222222,0.546574642,0.048268891,0.285714286,0.116023075,0.090258796,0.034456736,0.046299248,0.048624709,0.043829296,0.040315513,0.138130009,3,F
0.011727417,0.015873016,0,0,0.365398225,0.017942886,0.69047619,0.008888627,0.010002908,0.010892948,0.007082669,0.008694639,0.018069973,0.008764242,0.020032509,1,F
0.000633914,0.000566893,0.025,0.055555556,0.276024412,0.000673911,0.380952381,0.001059571,0.000901425,0.001025914,0.000273286,0.000559441,0.000768935,0,0.001111196,0,M
0.041521395,0.035714286,0.05,0.166666667,0.381648009,0.043088198,0.428571429,0.039321874,0.039430067,0.03742168,0.021726258,0.05009324,0.026143791,0.032427695,0.080932865,1,F
0.001267829,0.000566893,0,0,0.249867175,0.001010867,0.214285714,0.002590064,0.001831928,0.001420703,0.000432703,0.001188811,0.000768935,0.001752848,0.003235302,0,M
0.006656101,0.008503401,0,0.055555556,0.336238247,0.004548901,0.261904762,0.005592183,0.007531259,0.002543299,0.00437258,0.012167832,0.001922338,0.002629273,0.01311519,1,F
0.000633914,0.000566893,0,0,0.25534714,0.000421195,0.19047619,0.001471627,0.000523408,0.000719751,9.11E-05,0.001072261,0.000768935,0,0.001488505,0,F
0.000633914,0.000566893,0,0,0.271774024,8.42E-05,0.047619048,0.001353897,0.000756034,0.000212165,0.000478251,0.00016317,0,0,0.001167094,0,M
0.000316957,0.000566893,0,0,0.264872203,0.000168478,0.119047619,0.000941841,0.000203548,9.13E-05,0.00029606,0.00018648,0,0,0.000775811,0,F
0.027575277,0.028344671,0,0.055555556,0.469207454,0.019838261,0.285714286,0.02931481,0.025239895,0.020144971,0.008380779,0.017995338,0.018838908,0.02716915,0.053305512,1,F
0.036133122,0.03968254,0.025,0,0.333035999,0.03605425,0.428571429,0.033376501,0.032742076,0.030613588,0.023548167,0.053589744,0.051518647,0.055214724,0.066874637,1,F
0.154358162,0.20861678,0.375,0.333333333,0.465549807,0.212871704,0.642857143,0.165175418,0.149636522,0.157125938,0.067205648,0.204708625,0.299115725,0.2427695,0.265660216,1,M
0.000950872,0.002267574,0,0,0.310945545,0.000716031,0.285714286,0.000765246,0.001163129,0.000617697,0.000432703,0.002494172,0.001153403,0.001752848,0.001740043,0,M
0.001584786,0.000566893,0.025,0,0.228203206,0.000716031,0.19047619,0.002590064,0.00162838,0.000700952,0.000455477,0.00048951,0.000768935,0,0.00271825,0,M
0.000316957,0.000566893,0.025,0,0.197457285,0.000210597,0.285714286,0.000176595,0.000232626,0.000271249,9.11E-05,0.000909091,0,0.000876424,0.000287639,0,M
0.066877971,0.055555556,0.025,0.111111111,0.202589556,0.043172437,0.261904762,0.072874971,0.059784821,0.046601191,0.012548394,0.086620047,0.063052672,0.069237511,0.128878968,1,F
0.400316957,0.348072562,0.225,1,0.225832964,0.300817117,0.30952381,0.548740287,0.309392265,0.296687803,0.117399226,0.507459207,0.392925798,0.318141981,0.767773725,1,F
0.161014263,0.152494331,0.025,0.111111111,0.452126387,0.162707438,0.404761905,0.157993878,0.160017447,0.131016165,0.105647916,0.18969697,0.173010381,0.18404908,0.318720943,1,M
0.057369255,0.062358277,0.4,0.166666667,0.582652344,0.046373515,0.380952381,0.041794208,0.05245711,0.037163859,0.013117741,0.072051282,0.06958862,0.049956179,0.096668018,1,F
0.036133122,0.035714286,0.025,0.111111111,0.346669047,0.034706427,0.404761905,0.032728985,0.033527188,0.032574103,0.013140515,0.046736597,0.053440984,0.0543383,0.065812584,1,M
0.017432647,0.015873016,0,0.111111111,0.3275929,0.008718726,0.214285714,0.015304921,0.014015702,0.008897519,0.01015714,0.009324009,0.008073818,0.008764242,0.032469709,1,M
0.002852615,0.000566893,0.025,0,0.251878158,0.00155842,0.30952381,0.004061691,0.000959581,0.000709008,0.00070599,0.000675991,0.001153403,0,0.003654534,0,M
0.003169572,0.00170068,0.05,0,0.269742801,0.001221464,0.19047619,0.005121262,0.002646118,0.000572041,0.000409929,2.33E-05,0,0.001752848,0.00463274,0,M
0.018383518,0.017573696,0,0,0.320769147,0.014278494,0.30952381,0.021603485,0.018842687,0.011094371,0.007492598,0.0202331,0.01384083,0.01051709,0.03572574,1,M
0.000316957,0,0,0,0.239083622,0.000210597,0.119047619,0.001059571,0.000378017,0.000354504,0.000159417,0.00018648,0,0,0.001013376,0,F
0.003169572,0.001133787,0,0,0.185929913,0.000589672,0.095238095,0.004179421,0.001104972,0.00056667,9.11E-05,0.002610723,0.000384468,0,0.004576843,0,M
0.000633914,0.000566893,0,0,0.27279325,0.001937495,0.80952381,0.000941841,0.000959581,0.001117225,0.001047597,4.66E-05,0.001153403,0.001752848,0.001586325,0,M
0.009825674,0.003968254,0,0,0.269742801,0.005222812,0.214285714,0.01459854,0.007996511,0.004399075,0.002869506,0.005990676,0.004998078,0.001752848,0.019501483,0,M
0.001584786,0.000566893,0.05,0,0.142712572,0.001263584,0.5,0.000882976,0.000756034,0.00071438,0.000546573,9.32E-05,0,0,0.001712095,0,M
0.000633914,0.000566893,0,0,0.257749188,0.001221464,0.452380952,0.001236167,0.001192207,0.001141396,0.000933728,0.0004662,0.000768935,0.001752848,0.001795941,0,M
0.028526149,0.02154195,0.05,0,0.170340819,0.020090978,0.333333333,0.030668707,0.02140157,0.015823779,0.008061945,0.027785548,0.019607843,0.018404908,0.047715759,1,F
0.041838352,0.040249433,0.125,0.055555556,0.282320481,0.036896639,0.404761905,0.048799152,0.037830765,0.027261911,0.020951947,0.01983683,0.039215686,0.032427695,0.070633745,1,F
0.042472266,0.037981859,0.075,0.055555556,0.250014638,0.029399377,0.30952381,0.057628915,0.037539983,0.023126029,0.010999772,0.042284382,0.032679739,0.035933392,0.074854008,1,F
0,0.000566893,0,0,0.269742801,4.21E-05,0.071428571,0.00023546,0.00049433,0.00010474,0.00029606,6.99E-05,0.000384468,0.000876424,0.000201697,0,F
0.017432647,0.020975057,0,0,0.303304966,0.017268975,0.452380952,0.019896397,0.014800814,0.012952832,0.010179913,0.007785548,0.024605921,0.020157756,0.029842525,1,M
0,0,0,0,0.258504572,4.21E-05,0.071428571,0.000294325,0.000116313,4.57E-05,4.55E-05,0.00025641,0,0,0.000133222,0,F
0.045324881,0.035714286,0.125,0.055555556,0.129193012,0.023460534,0.238095238,0.070226042,0.044140739,0.018103886,0.021521294,0.051282051,0.027681661,0.029798422,0.080765172,1,M
0.000316957,0.000566893,0,0,0.269742801,0.000547553,0.404761905,0.000706381,0.000581564,0.000523699,0.000182191,0.001468531,0.00153787,0.002629273,0.000775811,0,F
0.006339144,0.003401361,0,0,0.242531641,0.003538034,0.261904762,0.005945373,0.004012794,0.004831463,0.002300159,0.01037296,0.003844675,0.006134969,0.01052993,0,F
0.0022187,0.002267574,0,0,0.281995196,0.001179345,0.214285714,0.002590064,0.001831928,0.001227337,0.001024824,0.000885781,0.002691273,0,0.004003893,0,M
0.104278922,0.103174603,0.25,0.055555556,0.444709893,0.105214388,0.428571429,0.138627266,0.095638267,0.077953329,0.024459121,0.089324009,0.137639369,0.172655565,0.191358429,1,F
0.343581616,0.352040816,0.5,0.777777778,0.347319617,0.337924353,0.428571429,0.274723334,0.33038674,0.272154499,0.199476201,0.467738928,0.347943099,0.356704645,0.63906967,1,F
0.001901743,0.001133787,0.025,0,0.174421336,0.001179345,0.357142857,0.001707087,0.000523408,0.001012486,0.001024824,0.000932401,0.001922338,0,0.00227107,0,F
0.039936609,0.032879819,0.075,0.277777778,0.136443249,0.024850476,0.285714286,0.044972922,0.034748473,0.021853037,0.011910726,0.022051282,0.027681661,0.031551271,0.068649383,1,M
0.019968304,0.017573696,0.05,0,0.251869484,0.013730941,0.30952381,0.020072993,0.012852573,0.012791694,0.00407652,0.024638695,0.016532103,0.01051709,0.033587659,1,M
0,0.000566893,0,0,0.283079479,0.000252717,0.285714286,0.000412056,0.000436173,0.000107426,4.55E-05,0.000745921,0.000768935,0,0.000380103,0,M
0,0.000566893,0,0,0.283079479,0,0,0.000706381,0.000407095,3.49E-05,9.11E-05,4.66E-05,0,0.000876424,0.000380336,0,M
0.002535658,0.000566893,0,0,0.196448902,0.001010867,0.142857143,0.003119849,0.002209945,0.001611383,0.001047597,0.001212121,0.000384468,0.000876424,0.004898254,0,F
0.001901743,0.000566893,0,0,0.213219141,0.000505433,0.119047619,0.003531905,0.000901425,0.000582783,0.000182191,0.002610723,0.000768935,0,0.003193379,0,F
0.01141046,0.008503401,0.025,0.055555556,0.240169351,0.014194255,0.571428571,0.014421945,0.008403606,0.00991269,0.004235937,0.015641026,0.012687428,0.01051709,0.019263918,1,M
0.000316957,0.001133787,0,0,0.293119937,0.000252717,0.19047619,0.00035319,0.000552486,0.000333019,0.000182191,0.00013986,0.001153403,0,0.00067799,0,F
0.091600634,0.093537415,0.05,0.333333333,0.273696819,0.116923595,0.523809524,0.109076996,0.089531841,0.082978158,0.075335914,0.121585082,0.158016148,0.111305872,0.172129679,1,M
0.083042789,0.083900227,0.025,0,0.273581162,0.066380254,0.357142857,0.0977749,0.083076476,0.055764588,0.02746527,0.055151515,0.06651288,0.049956179,0.151224004,1,M
0,0.000566893,0,0,0.287734666,0.000168478,0.380952381,5.89E-05,0.000232626,3.22E-05,2.28E-05,0,0,0,4.17E-05,0,M
0.00792393,0.007369615,0.025,0,0.206738022,0.004927976,0.261904762,0.009771603,0.005583018,0.004068742,0.00159417,0.005757576,0.00615148,0.007887818,0.014093397,1,M
0.000633914,0,0,0,0.240233685,8.42E-05,0.047619048,0.001000706,0.000203548,4.57E-05,6.83E-05,0,0.000384468,0,0.000859657,0,M
0.237083994,0.20521542,0.25,0.111111111,0.307945696,0.154241429,0.261904762,0.290616906,0.209566735,0.119169816,0.063744022,0.226806527,0.13917724,0.169149869,0.446223202,1,F
0.000950872,0.000566893,0.05,0,0.269742801,0.000252717,0.19047619,0.001295032,0.000552486,0.000153081,0.000455477,0.00016317,0,0,0.000789785,0,M
0.064659271,0.069160998,0,0.055555556,0.349437583,0.060020217,0.380952381,0.053331764,0.066094795,0.050089835,0.038282851,0.033916084,0.054594387,0.055214724,0.127439607,1,M
0,0.000566893,0,0,0.280990427,0.000126358,0.142857143,0.00035319,0.000378017,0.000228279,4.55E-05,0.000582751,0,0,0.000430644,0,M
0.042155309,0.049886621,0.2,0.111111111,0.369605242,0.073035128,0.785714286,0.046444549,0.033032858,0.042449194,0.035162833,0.043799534,0.079969243,0.074496056,0.073205031,1,M
0.221236133,0.194444444,0.2,0.055555556,0.181702656,0.154578384,0.285714286,0.326171415,0.187758069,0.181981517,0.166545206,0.312867133,0.178777393,0.143733567,0.422257137,1,M
0.018700475,0.016439909,0.025,0.055555556,0.291088714,0.018701036,0.404761905,0.01830704,0.019424251,0.013522187,0.013117741,0.030862471,0.010380623,0.018404908,0.036340613,1,F
0.001267829,0,0.075,0,0.05680991,8.42E-05,0.047619048,0.001177302,0.00031986,0.000112797,0,0.001841492,0.000384468,0,0.000971452,0,F
0.043740095,0.036848073,0.075,0,0.198893598,0.026366776,0.238095238,0.05768778,0.036027915,0.026799982,0.01771806,0.061631702,0.040753556,0.044697634,0.086145309,1,F
0.000950872,0.000566893,0.025,0,0.269742801,0.001389942,0.523809524,0.001471627,0.001075894,0.000870147,0.000546573,0.000885781,0.001153403,0.000876424,0.001781967,0,F
0.002535658,0.001133787,0.05,0,0.136805399,0.001010867,0.214285714,0.002707794,0.001192207,0.00080032,0.000501025,0.001585082,0.000384468,0,0.00338902,0,M
0.004120444,0.005102041,0.025,0.055555556,0.266858609,0.003243198,0.380952381,0.003060984,0.002733353,0.003007915,0.003985425,0.005058275,0.004229143,0.005258545,0.006393513,1,F
0.036767036,0.026643991,0.125,0,0.136360121,0.022618145,0.261904762,0.046150224,0.030619366,0.016054744,0.009360055,0.031025641,0.018454441,0.021910605,0.066539251,1,M
0.130903328,0.105442177,0.375,0.222222222,0.264348856,0.076362564,0.261904762,0.147457028,0.103198604,0.067704934,0.079139148,0.133892774,0.058439062,0.0543383,0.236327989,1,F
0.024722662,0.02324263,0,0.055555556,0.246485659,0.010319265,0.166666667,0.032611255,0.026199477,0.00881695,0.009177864,0.013939394,0.012687428,0.019281332,0.045829218,1,F
0.004437401,0.002267574,0,0,0.260925414,0.00227445,0.214285714,0.00694608,0.00392556,0.002615811,0.001981325,0.001561772,0.002306805,0.001752848,0.007749028,0,M
0.012678288,0.012471655,0,0,0.248534953,0.008255412,0.285714286,0.015069461,0.010962489,0.010414904,0.00915509,0.018275058,0.007304883,0.01051709,0.022519949,1,F
0.017115689,0.018707483,0,0.111111111,0.310150404,0.019501306,0.5,0.012891453,0.014510032,0.014502445,0.01364154,0.022447552,0.018069973,0.017528484,0.030373552,1,F
0.006339144,0.006235828,0,0,0.24190348,0.004506781,0.285714286,0.007240405,0.006949695,0.002930031,0.003233887,0.006806527,0.002306805,0.004382121,0.01209506,1,F
0.001901743,0.00170068,0.025,0,0.269742801,0.001305703,0.238095238,0.002354603,0.001570224,0.001447559,0.000683216,0.000606061,0.001922338,0.000876424,0.003808252,0,M
0.001901743,0.001133787,0,0,0.247455731,0.00231657,0.428571429,0.001236167,0.001948241,0.001791321,0.001730813,0.00030303,0.00153787,0.000876424,0.003920047,0,M
0.003169572,0.002267574,0,0,0.192642346,0.001052986,0.142857143,0.003237579,0.002529805,0.001654353,0.001844682,0.001888112,0.002306805,0.000876424,0.005834537,0,M
0,0.000566893,0,0,0.285023959,0,0,0.000529786,8.72E-05,6.98E-05,0,2.33E-05,0,0,0.00029812,0,M
0.004437401,0.004535147,0,0,0.318448782,0.00539129,0.476190476,0.005003532,0.004216342,0.003338248,0.00259622,0.0095338,0.00615148,0.004382121,0.008839029,1,F
0.035816165,0.050453515,0,0,0.32684113,0.038118103,0.5,0.013892159,0.038499564,0.030618959,0.029606012,0.023053613,0.053056517,0.040315513,0.061019371,1,F
0.004754358,0.005102041,0.05,0,0.225064569,0.005433409,0.452380952,0.005238992,0.004041873,0.005481387,0.007583694,0.004545455,0.005767013,0.003505697,0.009244286,1,M
0.040253566,0.035714286,0.075,0,0.266982217,0.018827394,0.19047619,0.045443843,0.036522245,0.01534305,0.005215213,0.011981352,0.017685506,0.017528484,0.075007727,1,F
0.000633914,0.000566893,0,0,0.290177916,0.000884508,0.285714286,0.001177302,0.001134051,0.000931916,0.00070599,0.00041958,0.000768935,0.004382121,0.00204748,0,M
0.000633914,0.000566893,0.025,0,0.266013591,0.000505433,0.30952381,0.000941841,0.000668799,0.000145024,6.83E-05,2.33E-05,0,0,0.001013376,0,M
0.083676704,0.104875283,0.025,0,0.352018175,0.089967147,0.428571429,0.081469272,0.083832509,0.075933729,0.109678889,0.134055944,0.088427528,0.096406661,0.164387872,1,M
0.032012678,0.026643991,0.025,0.055555556,0.244898269,0.013646702,0.166666667,0.041911938,0.026083164,0.017757439,0.013186062,0.034545455,0.016147636,0.013146363,0.062877963,1,M
0.001901743,0.002834467,0.025,0,0.253117132,0.001221464,0.30952381,0.001589357,0.002471649,0.00130522,0.001548622,0.001095571,0.00307574,0.001752848,0.002913891,0,M
0.009191759,0.012471655,0,0,0.338124899,0.016805661,0.714285714,0.006063103,0.008519919,0.012442561,0.008608517,0.009347319,0.012687428,0.011393514,0.018257763,1,F
0.005071315,0.006802721,0,0,0.260774337,0.005896723,0.547619048,0.004591476,0.005088689,0.003217394,0.002368481,0.000932401,0.008073818,0.007011394,0.008224157,1,M
0.000316957,0.000566893,0,0,0.26447897,0.000252717,0.142857143,0.001353897,0.000610643,0.000249764,0.000227739,4.66E-05,0.001153403,0,0.000999401,0,M
0.068462758,0.069160998,0.125,0.111111111,0.382421464,0.075604414,0.5,0.070284907,0.060046525,0.038058176,0.030835801,0.090932401,0.076124567,0.084136722,0.118621772,1,M
0.000633914,0,0,0,0.241276765,0.000421195,0.166666667,0.001824818,0.000523408,0.000657981,0.000250512,0.002284382,0.000384468,0,0.001726069,0,M
0,0,0,0,0.256448772,0.000210597,0.428571429,0.00023546,0.000261704,8.33E-05,0.00029606,0.00011655,0,0,7.20E-05,0,M
0,0.000566893,0,0,0.282992736,0,0,0.000176595,5.82E-05,4.03E-05,0,0,0,0,7.20E-05,0,F
0.018066561,0.015306122,0,0,0.137936668,0.012383119,0.30952381,0.02201554,0.01291073,0.010734495,0.001343657,0.017342657,0.009996155,0.007887818,0.031910734,1,F
0.000950872,0,0.025,0,0.156848727,0.000547553,0.19047619,0.002295738,0.000407095,0.000523699,0.000182191,0.00016317,0,0,0.001879787,0,F
0.000633914,0.000566893,0,0,0.241402541,0.000294836,0.166666667,0.000706381,0.000290782,0.000306163,0.000113869,6.99E-05,0,0,0.00102735,0,F
0.001267829,0.00170068,0.025,0,0.248964329,0.001474181,0.523809524,0.000882976,0.000407095,0.001396532,0.001252562,0.003286713,0.001153403,0.005258545,0.001949659,0,M
0.093502377,0.094671202,0.05,0.055555556,0.66372055,0.071518827,0.30952381,0.101012479,0.095841814,0.069063867,0.073035755,0.117435897,0.085351788,0.103418054,0.182694312,3,F
0.000316957,0,0,0,0.249256363,0.000168478,0.19047619,0.000529786,0.000174469,0.000161138,6.83E-05,4.66E-05,0,0,0.000422259,0,M
0,0,0,0,0.255393403,4.21E-05,0.071428571,0.000706381,0.000203548,5.37E-05,0.000136643,4.66E-05,0,0,0.0002364,0,F
0.210459588,0.210884354,0.25,0.388888889,0.424072378,0.219863533,0.452380952,0.18142218,0.190782204,0.194480477,0.14914598,0.296550117,0.262975779,0.27607362,0.391611318,2,F
0.130269414,0.121315193,0.375,0.444444444,0.360078011,0.108963019,0.357142857,0.155639275,0.116283803,0.091166668,0.057071282,0.246596737,0.113033449,0.113935145,0.237655555,1,M
0.025673534,0.022675737,0,0,0.357403446,0.018195603,0.30952381,0.036614081,0.022971794,0.012703068,0.002095195,0.012237762,0.012687428,0.015775635,0.045815243,1,F
0,0,0,0,0.263442395,0.000168478,0.166666667,0.000647516,0.000261704,0.000169195,0.000227739,0,0,0,0.000456031,0,F
0.007606973,0.006235828,0,0,0.223967275,0.003158959,0.166666667,0.011655286,0.00523408,0.003279164,0.0034844,0.004592075,0.002691273,0.000876424,0.015057629,1,F
0.01141046,0.008503401,0.05,0,0.239867197,0.006654873,0.285714286,0.008947492,0.008229136,0.004742837,0.003028923,0.010722611,0.004229143,0.005258545,0.017391351,1,M
0.003486529,0.002834467,0,0,0.257723888,0.005644006,0.642857143,0.004532611,0.0029369,0.002870947,0.002163516,0.005081585,0.004229143,0.001752848,0.006700949,1,M
0.042155309,0.048185941,0.05,0.166666667,0.338847754,0.033358605,0.333333333,0.046562279,0.041959872,0.025250369,0.02746527,0.044545455,0.032679739,0.03768624,0.078389527,1,M
0.070364501,0.060090703,0.1,0.111111111,0.196497333,0.035885772,0.214285714,0.099894043,0.064204711,0.035214086,0.018674562,0.127016317,0.043829296,0.042068361,0.134454746,1,M
0.089064976,0.090702948,0.05,0.333333333,0.363121231,0.071139752,0.333333333,0.120143631,0.1,0.051690475,0.038578911,0.05013986,0.061514802,0.052585451,0.166735568,2,M
0.003169572,0.004535147,0,0,0.269742801,0.000631792,0.071428571,0.006180834,0.004012794,0.000722437,0.001252562,0.00041958,0.002306805,0.004382121,0.007190052,1,M
0.026624406,0.02154195,0.025,0.111111111,0.302972453,0.019459186,0.30952381,0.035142453,0.026781041,0.018213997,0.020223184,0.027785548,0.013071895,0.015775635,0.050356917,1,M
0.033280507,0.027210884,0.025,0.055555556,0.207752188,0.017353214,0.238095238,0.042029668,0.026083164,0.018831694,0.025757231,0.006480186,0.020376778,0.01665206,0.057945007,1,M
0.000316957,0,0,0,0.242758618,0.000168478,0.119047619,0.000824111,0.000378017,0.000155767,4.55E-05,0.00044289,0,0,0.000705939,0,M
0.024722662,0.01814059,0.025,0,0.140582318,0.013436105,0.214285714,0.03949847,0.016603664,0.014424562,0.008654065,0.024662005,0.014994233,0.009640666,0.048232811,1,M
0,0.000566893,0,0,0.282508423,0.000210597,0.333333333,0.000176595,0.000348939,0.000107426,0.000204965,4.66E-05,0,0,0.00018912,0,M
0.000316957,0,0,0,0.269742801,8.42E-05,0.071428571,0.001412762,0.000668799,0.000185309,0.000113869,0,0,0,0.000733888,0,M
0.000633914,0.001133787,0,0,0.269742801,0.001010867,0.547619048,0.000765246,0.000552486,0.000773464,0.000910954,0.001981352,0.00153787,0.001752848,0.001139145,0,M
0.000316957,0.000566893,0,0,0.268164808,0.000631792,0.357142857,0.000412056,0.000465252,0.000878204,0.000364382,0.001048951,0.001153403,0.000876424,0.001069273,0,M
0.010459588,0.010204082,0,0.055555556,0.326284532,0.012846432,0.5,0.010419119,0.009363187,0.009842863,0.00655887,0.010582751,0.016916571,0.007011394,0.019613278,1,M
0.017115689,0.023809524,0,0,0.232930679,0.023418415,0.619047619,0.01100777,0.013899389,0.015230253,0.003666591,0.022144522,0.027681661,0.020157756,0.029213678,1,M
0.027892235,0.031746032,0.125,0.222222222,0.405437172,0.042498526,0.666666667,0.028078644,0.022768247,0.030831124,0.024618538,0.021142191,0.048058439,0.03768624,0.050105378,1,M
0.024722662,0.026643991,0.175,0,0.412998237,0.026661612,0.5,0.029962326,0.019744112,0.020652556,0.0154179,0.01974359,0.030757401,0.028045574,0.042461392,1,M
0.270998415,0.245464853,0.25,0.333333333,0.420711102,0.226265689,0.357142857,0.270014128,0.23512649,0.183378049,0.130881348,0.30988345,0.257593233,0.289219982,0.517268959,1,M
0,0,0,0,0.25915225,8.42E-05,0.19047619,0.00035319,5.82E-05,8.06E-06,2.28E-05,0,0,0,5.26E-05,0,M
0.149603803,0.149659864,0.175,0,0.505198413,0.151966978,0.428571429,0.163291735,0.138296016,0.102408749,0.131063539,0.182331002,0.153402537,0.127081507,0.277803954,1,M
0.167987322,0.203514739,0.075,0.222222222,0.476558891,0.223907,0.547619048,0.170120085,0.16487351,0.150793203,0.093577773,0.253030303,0.264513649,0.219106047,0.319587355,1,M
0,0,0,0,0.255215581,0.000379075,0.547619048,0.000529786,8.72E-05,7.25E-05,0,0.002237762,0,0,0.000222891,0,M
0,0,0,0,0.253596385,0.000126358,0.19047619,0.000588651,0.000261704,6.18E-05,0.000159417,4.66E-05,0,0,0.000201464,0,M
0.008557845,0.007369615,0,0,0.213169264,0.005307051,0.261904762,0.01100777,0.007473103,0.003026714,0.001639718,0.003776224,0.00615148,0.007011394,0.015420963,1,M
0.025673534,0.036281179,0.025,0,0.284431218,0.028472749,0.476190476,0.020779374,0.019104391,0.030994948,0.047164655,0.022587413,0.044982699,0.033304119,0.046555886,1,M
0.179080824,0.153628118,0.075,0.055555556,0.327419414,0.106730688,0.238095238,0.109253591,0.141901716,0.146944684,0.106604418,0.230629371,0.147251057,0.138475022,0.346096757,1,M
0.121077655,0.114512472,0,0,0.351533863,0.088703563,0.30952381,0.131622322,0.133149171,0.070785361,0.081940332,0.09972028,0.088811995,0.088518843,0.226294383,1,M
0.001584786,0.002267574,0.025,0,0.249475388,0.001305703,0.357142857,0.001589357,0.001541146,0.001759093,0.00129811,0.000675991,0.00153787,0,0.00249466,0,M
0.055150555,0.060090703,0.025,0,0.365853623,0.046963188,0.357142857,0.033965152,0.052631579,0.037676816,0.024368026,0.065804196,0.043829296,0.056091148,0.105723418,1,M
0.025356577,0.032879819,0.075,0,0.307063813,0.032768933,0.619047619,0.018365905,0.017737714,0.027012147,0.028877249,0.032424242,0.037677816,0.033304119,0.041441262,1,M
0,0,0,0,0.259893899,8.42E-05,0.095238095,0.000647516,5.82E-05,7.79E-05,6.83E-05,4.66E-05,0,0,0.000340276,0,M
0.025356577,0.024943311,0,0.055555556,0.217726866,0.022449667,0.380952381,0.022545326,0.028205874,0.01473341,0.012480073,0.023473193,0.016916571,0.013146363,0.046416142,1,M
0.000316957,0.000566893,0,0,0.272489651,0.001010867,0.80952381,0.000294325,0.000232626,0.000507586,0.000478251,0.00018648,0,0,0.000650042,0,M
0.005071315,0.005102041,0.025,0,0.264726186,0.00383287,0.285714286,0.005827643,0.005205001,0.003526243,0.004964701,0.002750583,0.003460208,0.004382121,0.009984929,1,M
0.206973059,0.252267574,0.425,0.111111111,0.339339296,0.376210934,0.738095238,0.284848128,0.181099157,0.232092837,0.059621954,0.20983683,0.324106113,0.31375986,0.398598509,1,M
